fecha,producto,producto_representativo,carrefour,coope,coto,dia,disco,vea,marca
2025-12-13,Not Protein Bar Crunchy Netflix 35g,Barra De Proteina Notprotein bar Crunchy Netflix X 35 Grs Not Co,1166.67,,,,1950.0,,Not
2025-12-13,Not Salxicha 250g,Salchicha de planta Not Salxicha 5 uni,5719.0,,,,,,Not
2025-12-14,Medallon A Base De Vegetal X4 Not Burger 320g,Medallón Not Burger Premium 320 Gr X 4 Un Not Co,6359.33,,6200.35,,,9600.0,Not
2025-12-14,Medallon Not chicken burger flow pack x2 80 g.,Medallon Not chicken burger flow pack x2 80 g.,4455.0,,2895.1,,5000.0,4600.0,Not
2025-12-14,Medallones Notco Not Burger X2 160grs,Medallón Not burger premium flow pack 2 uni,5069.0,,3435.25,,,5400.0,Not
2025-12-14,Mila con provenzal Notmila 110 grs,Mila con provenzal Notmila 110 grs,4449.0,,,,,,Not
2025-12-14,Not Burger Parrillera 220g,Medallón Not burger parrillera 2 uni,4406.0,,4315.35,6630.0,7350.0,6800.0,Not
2025-12-14,Not Burger XL 2x120g (240g),Medallón Not burger premium XL flow pack 2 uni,7449.0,,5131.75,,,8100.0,Not
2025-12-14,Not Burguer Quick 2 U De 65 Gr,Medallon NotBurger Quick NotCo 130 Gr.,3270.0,,2128.1,3270.0,3600.0,3300.0,Not
2025-12-14,Not Chicken Burger Crispy 2x100g,Burger Crispy 2 Un X 100 Gr Not Chicken,5775.0,,3753.75,,6400.0,5900.0,Not
2025-12-14,Not Chicken Mila 220g,Alimento A Base De Plantas Chicken Mila Not Chicken 220g,3439.33,,3695.25,,,5200.0,Not
2025-12-14,Not Chicken Mila con Semillas 220g,Mila con semillas NotChicken 110 grs,5685.0,,,,,,Not
2025-12-14,Not Chicken Nuggets 300g,NotChicken Nuggets 300 Gr.,5086.67,,4965.35,7630.0,8450.0,7800.0,Not
2025-12-14,Not Chicken Relleno Champis 240g,Chicken Crispy Rellena Champis X 240 Gr Not Chicken,3810.0,,3714.75,,6300.0,,Not
2025-12-14,Not Chicken Relleno Espinaca 240g,Medallón relleno espinaca Not chicken 240 g.,5710.0,,3714.75,5710.0,,5800.0,Not
2025-12-14,Not Chicken Relleno Napolitana 240g,Medallón Not chicken rellena flow pack 2 uni,5715.0,,3714.75,,,5800.0,Not
2025-12-14,Not Chicken Spicy 250g,Bocadito plant based spicy bites Not Chicken 250 g.,7319.0,,4757.35,,8100.0,,Not
2025-12-14,Not Chicken Sticks 300g,Notchicken Sticks 300g,7639.0,,4965.35,,,7700.0,Not
2025-12-14,Not Chorixo 240g,Chorizo Vegano X 240 Gr Not Chorixo,6487.5,,5849.35,,8900.0,,Not
2025-12-14,Not Ice Cream Cookies & Cream 330g,Helado Vegetal Cookies Y Cream Not Ice 330g,,,5394.35,,,,Not
2025-12-14,Not Ice Cream Paleta Chocolate Blanco 4x240g,Paletas Heladas De Chocolate Blanco Not Icecream 4 X 240 Gr,,,5918.25,,,,Not
2025-12-14,Not Ice Cream Paleta Crema Americana 4x240g,Paletas Heladas De Crema Americana Not Icecream 4 X 240 Gr,,,5918.25,,,,Not
2025-12-14,Not Mila 220g,NotMila Meat 220 Gr.,,,2904.85,4460.0,,,Not
2025-12-14,Not Mila Chicken 220g,NotMila Chicken 220 Gr.,,,3359.85,5160.0,,,Not
2025-12-14,Not Mila con Semillas 220g,Alimento A Base De Plantas Milanesas Con Semillas Not Mila 220g,4919.0,,3197.35,,,,Not
2025-12-14,Not Milk Avena 1L,Bebida Vegetal Avena X 1 L Not Milk,5600.0,,,,5750.0,,Not
2025-12-14,Not Milk Original 1L,Bebida Vegetal Original X 1 L Not Milk,5600.0,,,,5750.0,5300.0,Not
2025-12-14,Not Protein Bar Almond Salted Caramel 45g,Barra proteica Not Protein almond salted 45 grs,2045.0,,,,,,Not
2025-12-14,Not Protein Bar Berry Pie 45g,Barra proteica Not Protein barry pie 45 grs,2045.0,,,,,,Not
2025-12-14,Not Protein Bar Chocolate Brownie 45g,Barra proteica Not Protein chocolate 45 grs,2045.0,,,,,,Not
2025-12-14,Not Protein Bar Crunchy Chocomaní 35g,Barra proteica NotProtein crunchy chocomani 35 grs,1166.67,,,,,,Not
2025-12-14,Not Protein Bar Crunchy Netflix 35g,Barra De Proteina Notprotein bar Crunchy Netflix X 35 Grs Not Co,1166.67,,,,1950.0,,Not
2025-12-14,Not Salxicha 250g,Salchicha de planta Not Salxicha 5 uni,5719.0,,,,,,Not
2025-12-15,Medallon A Base De Vegetal X4 Not Burger 320g,Medallón Not Burger Premium 320 Gr X 4 Un Not Co,6359.33,,6200.35,,,9600.0,Not
2025-12-15,Medallon Not chicken burger flow pack x2 80 g.,Medallon Not chicken burger flow pack x2 80 g.,4455.0,3152.1,2895.1,,5000.0,4600.0,Not
2025-12-15,Medallones Notco Not Burger X2 160grs,Medallón Not burger premium flow pack 2 uni,5069.0,,3435.25,,,5400.0,Not
2025-12-15,Mila con provenzal Notmila 110 grs,Mila con provenzal Notmila 110 grs,4449.0,,,,,,Not
2025-12-15,Not Burger Parrillera 220g,Medallones Notco Burger Estilo Parrillera Congelados X2 110grs,4406.0,7229.0,4315.35,6630.0,7350.0,6800.0,Not
2025-12-15,Not Burger XL 2x120g (240g),Medallón Not burger premium XL flow pack 2 uni,7449.0,,5131.75,,,8100.0,Not
2025-12-15,Not Burguer Quick 2 U De 65 Gr,Medallon NotBurger Quick NotCo 130 Gr.,3270.0,,2128.1,3270.0,3600.0,3300.0,Not
2025-12-15,Not Chicken Burger Crispy 2x100g,Burger Crispy 2 Un X 100 Gr Not Chicken,5775.0,,3753.75,,6400.0,5900.0,Not
2025-12-15,Not Chicken Mila 220g,Alimento A Base De Plantas Chicken Mila Not Chicken 220g,3439.33,,3695.25,,,5200.0,Not
2025-12-15,Not Chicken Mila con Semillas 220g,Mila con semillas NotChicken 110 grs,5685.0,3920.0,,,,,Not
2025-12-15,Not Chicken Nuggets 300g,NotChicken Nuggets 300 Gr.,5086.67,,4965.35,7630.0,8450.0,,Not
2025-12-15,Not Chicken Relleno Champis 240g,Chicken Crispy Rellena Champis X 240 Gr Not Chicken,3810.0,,3714.75,,6300.0,,Not
2025-12-15,Not Chicken Relleno Espinaca 240g,Medallón relleno espinaca Not chicken 240 g.,5710.0,,3714.75,5710.0,,5800.0,Not
2025-12-15,Not Chicken Relleno Napolitana 240g,Medallones Notco Not Chicken Crispy Rellenas Napolitanas X2 0.24kgs,5715.0,4266.5,3714.75,,,5800.0,Not
2025-12-15,Not Chicken Spicy 250g,Bocadito plant based spicy bites Not Chicken 250 g.,7319.0,5103.0,4757.35,,8100.0,,Not
2025-12-15,Not Chicken Sticks 300g,Notchicken Sticks 300g,7639.0,,4965.35,,,7700.0,Not
2025-12-15,Not Chorixo 240g,Chorizo Vegano X 240 Gr Not Chorixo,6487.5,9120.0,5849.35,,8900.0,,Not
2025-12-15,Not Ice Cream Cookies & Cream 330g,Helado Vegetal Cookies Y Cream Not Ice 330g,,,5394.35,,,,Not
2025-12-15,Not Ice Cream Paleta Chocolate Blanco 4x240g,Paletas Heladas De Chocolate Blanco Not Icecream 4 X 240 Gr,,,5918.25,,,,Not
2025-12-15,Not Ice Cream Paleta Crema Americana 4x240g,Paletas Heladas De Crema Americana Not Icecream 4 X 240 Gr,,,5918.25,,,,Not
2025-12-15,Not Mila 220g,Milanesas Notco Not Mila X2 220grs,,4537.0,2904.85,4460.0,,,Not
2025-12-15,Not Mila Chicken 220g,NotMila Chicken 220 Gr.,,,3359.85,5160.0,,,Not
2025-12-15,Not Mila con Semillas 220g,Alimento A Base De Plantas Milanesas Con Semillas Not Mila 220g,4919.0,,3197.35,,,,Not
2025-12-15,Not Milk Avena 1L,Bebida Vegetal Avena X 1 L Not Milk,5600.0,,,,5750.0,,Not
2025-12-15,Not Milk Original 1L,Bebida Vegetal Original X 1 L Not Milk,5600.0,,,,5750.0,5300.0,Not
2025-12-15,Not Protein Bar Almond Salted Caramel 45g,Barra proteica Not Protein almond salted 45 grs,2045.0,,,,,,Not
2025-12-15,Not Protein Bar Berry Pie 45g,Barra proteica Not Protein barry pie 45 grs,2045.0,,,,,,Not
2025-12-15,Not Protein Bar Chocolate Brownie 45g,Barra proteica Not Protein chocolate 45 grs,2045.0,,,,,,Not
2025-12-15,Not Protein Bar Crunchy Chocomaní 35g,Barra proteica NotProtein crunchy chocomani 35 grs,1166.67,,,,,,Not
2025-12-15,Not Protein Bar Crunchy Netflix 35g,Barra De Proteina Notprotein bar Crunchy Netflix X 35 Grs Not Co,1166.67,,,,1950.0,,Not
2025-12-15,Not Salxicha 250g,Salchicha de planta Not Salxicha 5 uni,5719.0,,,,,,Not
2025-12-16,Medallon A Base De Vegetal X4 Not Burger 320g,Medallón Not Burger Premium 320 Gr X 4 Un Not Co,6359.33,,6200.35,,,9600.0,Not
2025-12-16,Medallon Not chicken burger flow pack x2 80 g.,Medallon Not chicken burger flow pack x2 80 g.,4455.0,,2895.1,,5000.0,4600.0,Not
2025-12-16,Medallones Notco Not Burger X2 160grs,Medallón Not burger premium flow pack 2 uni,5069.0,,3435.25,,,5400.0,Not
2025-12-16,Mila con provenzal Notmila 110 grs,Mila con provenzal Notmila 110 grs,4449.0,,,,,,Not
2025-12-16,Not Burger Parrillera 220g,Medallones Notco Burger Estilo Parrillera Congelados X2 110grs,4406.0,7229.0,4315.35,6630.0,7350.0,6800.0,Not
2025-12-16,Not Burger XL 2x120g (240g),Medallón Not burger premium XL flow pack 2 uni,7449.0,,5131.75,,,8100.0,Not
2025-12-16,Not Burguer Quick 2 U De 65 Gr,Medallon NotBurger Quick NotCo 130 Gr.,3270.0,,2128.1,3270.0,3600.0,3300.0,Not
2025-12-16,Not Chicken Burger Crispy 2x100g,Burger Crispy 2 Un X 100 Gr Not Chicken,5775.0,,3753.75,,,5900.0,Not
2025-12-16,Not Chicken Mila 220g,Alimento A Base De Plantas Chicken Mila Not Chicken 220g,3439.33,,3695.25,,,5200.0,Not
2025-12-16,Not Chicken Mila con Semillas 220g,Mila con semillas NotChicken 110 grs,5685.0,3920.0,,,,,Not
2025-12-16,Not Chicken Nuggets 300g,NotChicken Nuggets 300 Gr.,5086.67,,4965.35,7630.0,8450.0,,Not
2025-12-16,Not Chicken Relleno Champis 240g,Chicken Crispy Rellena Champis X 240 Gr Not Chicken,3810.0,,3714.75,,6300.0,,Not
2025-12-16,Not Chicken Relleno Espinaca 240g,Medallón relleno espinaca Not chicken 240 g.,5710.0,,3714.75,5710.0,,5800.0,Not
2025-12-16,Not Chicken Relleno Napolitana 240g,Medallones Notco Not Chicken Crispy Rellenas Napolitanas X2 0.24kgs,5715.0,4266.5,3714.75,,,5800.0,Not
2025-12-16,Not Chicken Spicy 250g,Bocadito plant based spicy bites Not Chicken 250 g.,7319.0,5103.0,4757.35,,8100.0,,Not
2025-12-16,Not Chicken Sticks 300g,Notchicken Sticks 300g,7639.0,,4965.35,,,7700.0,Not
2025-12-16,Not Chorixo 240g,Chorizo Vegano X 240 Gr Not Chorixo,6487.5,9120.0,5849.35,,8900.0,,Not
2025-12-16,Not Ice Cream Cookies & Cream 330g,Helado Vegetal Cookies Y Cream Not Ice 330g,,,5394.35,,,,Not
2025-12-16,Not Ice Cream Paleta Chocolate Blanco 4x240g,Paletas Heladas De Chocolate Blanco Not Icecream 4 X 240 Gr,,,5918.25,,,,Not
2025-12-16,Not Ice Cream Paleta Crema Americana 4x240g,Paletas Heladas De Crema Americana Not Icecream 4 X 240 Gr,,,5918.25,,,,Not
2025-12-16,Not Mila 220g,Milanesas Notco Not Mila X2 220grs,,4537.0,2904.85,4460.0,,,Not
2025-12-16,Not Mila Chicken 220g,NotMila Chicken 220 Gr.,,,3359.85,5160.0,,,Not
2025-12-16,Not Mila con Semillas 220g,Alimento A Base De Plantas Milanesas Con Semillas Not Mila 220g,4919.0,,3197.35,,,,Not
2025-12-16,Not Milk Avena 1L,Bebida Vegetal Avena X 1 L Not Milk,5600.0,,,,5750.0,,Not
2025-12-16,Not Milk Original 1L,Bebida Vegetal Original X 1 L Not Milk,5600.0,,,,5750.0,5300.0,Not
2025-12-16,Not Protein Bar Almond Salted Caramel 45g,Barra proteica Not Protein almond salted 45 grs,2045.0,,,,,,Not
2025-12-16,Not Protein Bar Berry Pie 45g,Barra proteica Not Protein barry pie 45 grs,2045.0,,,,,,Not
2025-12-16,Not Protein Bar Chocolate Brownie 45g,Barra proteica Not Protein chocolate 45 grs,2045.0,,,,,,Not
2025-12-16,Not Protein Bar Crunchy Chocomaní 35g,Barra proteica NotProtein crunchy chocomani 35 grs,1166.67,,,,,,Not
2025-12-16,Not Protein Bar Crunchy Netflix 35g,Barra De Proteina Notprotein bar Crunchy Netflix X 35 Grs Not Co,1166.67,,,,1950.0,,Not
2025-12-16,Not Salxicha 250g,Salchicha de planta Not Salxicha 5 uni,5719.0,,,,,,Not
2025-12-17,Medallon A Base De Vegetal X4 Not Burger 320g,Medallón Not Burger Premium 320 Gr X 4 Un Not Co,6359.33,,9539.0,,,9600.0,Not
2025-12-17,Medallon Not chicken burger flow pack x2 80 g.,Medallon Not chicken burger flow pack x2 80 g.,4455.0,3152.1,4454.0,,5000.0,4600.0,Not
2025-12-17,Medallones Notco Not Burger X2 160grs,Medallón Not burger premium flow pack 2 uni,5069.0,,5285.0,,,5400.0,Not
2025-12-17,Mila con provenzal Notmila 110 grs,Mila con provenzal Notmila 110 grs,4449.0,,,,,,Not
2025-12-17,Not Burger Parrillera 220g,Medallones Notco Burger Estilo Parrillera Congelados X2 110grs,4406.0,7229.0,6639.0,4641.0,7350.0,6800.0,Not
2025-12-17,Not Burger XL 2x120g (240g),Medallón Not burger premium XL flow pack 2 uni,7449.0,,7895.0,,,8100.0,Not
2025-12-17,Not Burguer Quick 2 U De 65 Gr,Medallon NotBurger Quick NotCo 130 Gr.,3270.0,,3274.0,2289.0,3600.0,3300.0,Not
2025-12-17,Not Chicken Burger Crispy 2x100g,Burger Crispy 2 Un X 100 Gr Not Chicken,5775.0,,5775.0,,,5900.0,Not
2025-12-17,Not Chicken Mila 220g,Alimento A Base De Plantas Chicken Mila Not Chicken 220g,3439.33,,5685.0,,,5200.0,Not
2025-12-17,Not Chicken Mila con Semillas 220g,Mila con semillas NotChicken 110 grs,5685.0,3920.0,,,,,Not
2025-12-17,Not Chicken Nuggets 300g,NotChicken Nuggets 300 Gr.,5086.67,,7639.0,5341.0,8450.0,,Not
2025-12-17,Not Chicken Relleno Champis 240g,Chicken Crispy Rellena Champis X 240 Gr Not Chicken,3810.0,,5715.0,,6300.0,,Not
2025-12-17,Not Chicken Relleno Espinaca 240g,Medallón relleno espinaca Not chicken 240 g.,5710.0,,5715.0,3997.0,6300.0,5800.0,Not
2025-12-17,Not Chicken Relleno Napolitana 240g,Medallones Notco Not Chicken Crispy Rellenas Napolitanas X2 0.24kgs,5715.0,4266.5,5715.0,,,,Not
2025-12-17,Not Chicken Spicy 250g,Bocadito plant based spicy bites Not Chicken 250 g.,7319.0,5103.0,7319.0,,8100.0,,Not
2025-12-17,Not Chicken Sticks 300g,Notchicken Sticks 300g,7639.0,,7639.0,,,7700.0,Not
2025-12-17,Not Chorixo 240g,Chorizo Vegano X 240 Gr Not Chorixo,6487.5,9120.0,8999.0,,8900.0,,Not
2025-12-17,Not Ice Cream Cookies & Cream 330g,Helado Vegetal Cookies Y Cream Not Ice 330g,,,8299.0,,,,Not
2025-12-17,Not Ice Cream Paleta Chocolate Blanco 4x240g,Paletas Heladas De Chocolate Blanco Not Icecream 4 X 240 Gr,,,9105.0,,,,Not
2025-12-17,Not Ice Cream Paleta Crema Americana 4x240g,Paletas Heladas De Crema Americana Not Icecream 4 X 240 Gr,,,9105.0,,,,Not
2025-12-17,Not Mila 220g,Milanesas Notco Not Mila X2 220grs,,4537.0,4469.0,3122.0,,,Not
2025-12-17,Not Mila Chicken 220g,NotMila Chicken 220 Gr.,,,5169.0,3608.5,,,Not
2025-12-17,Not Mila con Semillas 220g,Alimento A Base De Plantas Milanesas Con Semillas Not Mila 220g,4919.0,,4919.0,,,,Not
2025-12-17,Not Milk Avena 1L,Bebida Vegetal Avena X 1 L Not Milk,5600.0,,,,5750.0,,Not
2025-12-17,Not Milk Original 1L,Bebida Vegetal Original X 1 L Not Milk,5600.0,,,,5750.0,5300.0,Not
2025-12-17,Not Protein Bar Almond Salted Caramel 45g,Barra proteica Not Protein almond salted 45 grs,2045.0,,,,,,Not
2025-12-17,Not Protein Bar Berry Pie 45g,Barra proteica Not Protein barry pie 45 grs,2045.0,,,,,,Not
2025-12-17,Not Protein Bar Chocolate Brownie 45g,Barra proteica Not Protein chocolate 45 grs,2045.0,,,,,,Not
2025-12-17,Not Protein Bar Crunchy Chocomaní 35g,Barra proteica NotProtein crunchy chocomani 35 grs,1166.67,,,,,,Not
2025-12-17,Not Protein Bar Crunchy Netflix 35g,Barra De Proteina Notprotein bar Crunchy Netflix X 35 Grs Not Co,1166.67,,,,1950.0,,Not
2025-12-17,Not Salxicha 250g,Salchicha de planta Not Salxicha 5 uni,5719.0,,,,,,Not
2025-12-18,Medallon A Base De Vegetal X4 Not Burger 320g,Medallón Not Burger Premium 320 Gr X 4 Un Not Co,6359.33,,6200.35,,,9600.0,Not
2025-12-18,Medallon Not chicken burger flow pack x2 80 g.,Medallon Not chicken burger flow pack x2 80 g.,4455.0,4503.0,2895.1,,5000.0,4600.0,Not
2025-12-18,Medallones Notco Not Burger X2 160grs,Medallón Not burger premium flow pack 2 uni,5069.0,,3435.25,,,5400.0,Not
2025-12-18,Mila con provenzal Notmila 110 grs,Mila con provenzal Notmila 110 grs,4449.0,,,,,,Not
2025-12-18,Not Burger Parrillera 220g,Medallones Notco Burger Estilo Parrillera Congelados X2 110grs,4406.0,5060.3,4315.35,4641.0,7350.0,6800.0,Not
2025-12-18,Not Burger XL 2x120g (240g),Medallón Not burger premium XL flow pack 2 uni,7449.0,,5131.75,,,8100.0,Not
2025-12-18,Not Burguer Quick 2 U De 65 Gr,Medallon NotBurger Quick NotCo 130 Gr.,3270.0,,2128.1,2289.0,3600.0,3300.0,Not
2025-12-18,Not Chicken Burger Crispy 2x100g,Burger Crispy 2 Un X 100 Gr Not Chicken,5775.0,,3753.75,,,5900.0,Not
2025-12-18,Not Chicken Mila 220g,Alimento A Base De Plantas Chicken Mila Not Chicken 220g,3439.33,,3695.25,,,5200.0,Not
2025-12-18,Not Chicken Mila con Semillas 220g,Mila con semillas NotChicken 110 grs,5685.0,5600.0,,,,,Not
2025-12-18,Not Chicken Nuggets 300g,NotChicken Nuggets 300 Gr.,5086.67,,4965.35,5341.0,8450.0,,Not
2025-12-18,Not Chicken Relleno Champis 240g,Chicken Crispy Rellena Champis X 240 Gr Not Chicken,3810.0,,3714.75,,6300.0,,Not
2025-12-18,Not Chicken Relleno Espinaca 240g,Medallón relleno espinaca Not chicken 240 g.,5710.0,,3714.75,3997.0,6300.0,5800.0,Not
2025-12-18,Not Chicken Relleno Napolitana 240g,Medallones Notco Not Chicken Crispy Rellenas Napolitanas X2 0.24kgs,5715.0,6095.0,3714.75,,,,Not
2025-12-18,Not Chicken Spicy 250g,Bocadito plant based spicy bites Not Chicken 250 g.,7319.0,7290.0,4757.35,,8100.0,,Not
2025-12-18,Not Chicken Sticks 300g,Notchicken Sticks 300g,7269.0,,4965.35,,,7700.0,Not
2025-12-18,Not Chorixo 240g,Chorizo Vegano X 240 Gr Not Chorixo,6487.5,6840.0,5849.35,,8900.0,,Not
2025-12-18,Not Ice Cream Cookies & Cream 330g,Helado Vegetal Cookies Y Cream Not Ice 330g,,,5394.35,,,,Not
2025-12-18,Not Ice Cream Paleta Chocolate Blanco 4x240g,Paletas Heladas De Chocolate Blanco Not Icecream 4 X 240 Gr,,,5918.25,,,,Not
2025-12-18,Not Ice Cream Paleta Crema Americana 4x240g,Paletas Heladas De Crema Americana Not Icecream 4 X 240 Gr,,,5918.25,,,,Not
2025-12-18,Not Mila 220g,Milanesas Notco Not Mila X2 220grs,,4537.0,2904.85,3122.0,,,Not
2025-12-18,Not Mila Chicken 220g,NotMila Chicken 220 Gr.,,,3359.85,3608.5,,,Not
2025-12-18,Not Mila con Semillas 220g,Alimento A Base De Plantas Milanesas Con Semillas Not Mila 220g,4919.0,,3197.35,,,,Not
2025-12-18,Not Milk Avena 1L,Bebida Vegetal Avena X 1 L Not Milk,5600.0,,,,5750.0,,Not
2025-12-18,Not Milk Original 1L,Bebida Vegetal Original X 1 L Not Milk,5600.0,,,,5750.0,5300.0,Not
2025-12-18,Not Protein Bar Almond Salted Caramel 45g,Barra proteica Not Protein almond salted 45 grs,2045.0,,,,,,Not
2025-12-18,Not Protein Bar Berry Pie 45g,Barra proteica Not Protein barry pie 45 grs,2045.0,,,,,,Not
2025-12-18,Not Protein Bar Chocolate Brownie 45g,Barra proteica Not Protein chocolate 45 grs,2045.0,,,,,,Not
2025-12-18,Not Protein Bar Crunchy Chocomaní 35g,Barra proteica NotProtein crunchy chocomani 35 grs,1166.67,,,,,,Not
2025-12-18,Not Protein Bar Crunchy Netflix 35g,Barra De Proteina Notprotein bar Crunchy Netflix X 35 Grs Not Co,1166.67,,,,1950.0,,Not
2025-12-18,Not Salxicha 250g,Salchicha de planta Not Salxicha 5 uni,5719.0,,,,,,Not
2025-12-19,Medallon A Base De Vegetal X4 Not Burger 320g,Medallón Not Burger Premium 320 Gr X 4 Un Not Co,9539.0,,6200.35,,,9600.0,Not
2025-12-19,Medallon Not chicken burger flow pack x2 80 g.,Medallon Not chicken burger flow pack x2 80 g.,4455.0,,2895.1,,5000.0,4600.0,Not
2025-12-19,Medallones Notco Not Burger X2 160grs,Medallón Not burger premium flow pack 2 uni,3294.85,,3435.25,,5850.0,5400.0,Not
2025-12-19,Mila con provenzal Notmila 110 grs,Mila con provenzal Notmila 110 grs,2891.85,,,,,,Not
2025-12-19,Not Burger Parrillera 220g,Medallones Notco Burger Estilo Parrillera Congelados X2 110grs,6609.0,5060.3,4315.35,4641.0,7350.0,6800.0,Not
2025-12-19,Not Burger XL 2x120g (240g),Medallón Not burger premium XL flow pack 2 uni,7449.0,,5131.75,,8750.0,8100.0,Not
2025-12-19,Not Burguer Quick 2 U De 65 Gr,Medallon NotBurger Quick NotCo 130 Gr.,2125.5,,2128.1,2289.0,3600.0,3300.0,Not
2025-12-19,Not Chicken Burger Crispy 2x100g,Burger Crispy 2 Un X 100 Gr Not Chicken,3753.75,,3753.75,,,5900.0,Not
2025-12-19,Not Chicken Mila 220g,Alimento A Base De Plantas Chicken Mila Not Chicken 220g,5159.0,,3695.25,,5650.0,5200.0,Not
2025-12-19,Not Chicken Mila con Semillas 220g,Mila con semillas NotChicken 110 grs,5685.0,5600.0,,,,,Not
2025-12-19,Not Chicken Nuggets 300g,NotChicken Nuggets 300 Gr.,7630.0,,4965.35,5341.0,8450.0,,Not
2025-12-19,Not Chicken Relleno Champis 240g,Chicken Crispy Rellena Champis X 240 Gr Not Chicken,5715.0,,3714.75,,6300.0,,Not
2025-12-19,Not Chicken Relleno Espinaca 240g,Medallón relleno espinaca Not chicken 240 g.,5710.0,,3714.75,3997.0,6300.0,5800.0,Not
2025-12-19,Not Chicken Relleno Napolitana 240g,Medallones Notco Not Chicken Crispy Rellenas Napolitanas X2 0.24kgs,5715.0,6095.0,3714.75,,,,Not
2025-12-19,Not Chicken Spicy 250g,Bocadito plant based spicy bites Not Chicken 250 g.,7319.0,7290.0,4757.35,,8100.0,,Not
2025-12-19,Not Chicken Sticks 300g,Notchicken Sticks 300g,7269.0,,4965.35,,8350.0,7700.0,Not
2025-12-19,Not Chorixo 240g,Chorizo Vegano X 240 Gr Not Chorixo,8650.0,6840.0,5849.35,,8900.0,,Not
2025-12-19,Not Ice Cream Cookies & Cream 330g,Helado Vegetal Cookies Y Cream Not Ice 330g,,,5394.35,,,,Not
2025-12-19,Not Ice Cream Paleta Chocolate Blanco 4x240g,Paletas Heladas De Chocolate Blanco Not Icecream 4 X 240 Gr,,,5918.25,,,,Not
2025-12-19,Not Ice Cream Paleta Crema Americana 4x240g,Paletas Heladas De Crema Americana Not Icecream 4 X 240 Gr,,,5918.25,,,,Not
2025-12-19,Not Mila 220g,Milanesas Notco Not Mila X2 220grs,,4537.0,2904.85,3122.0,,,Not
2025-12-19,Not Mila Chicken 220g,NotMila Chicken 220 Gr.,,,3359.85,3608.5,,,Not
2025-12-19,Not Mila con Semillas 220g,Alimento A Base De Plantas Milanesas Con Semillas Not Mila 220g,4919.0,,3197.35,,,,Not
2025-12-19,Not Milk Avena 1L,Bebida Vegetal Avena X 1 L Not Milk,3640.0,,,,5750.0,,Not
2025-12-19,Not Milk Original 1L,Bebida Vegetal Original X 1 L Not Milk,3640.0,,,,5750.0,5300.0,Not
2025-12-19,Not Protein Bar Almond Salted Caramel 45g,Barra proteica Not Protein almond salted 45 grs,1363.33,,,,,,Not
2025-12-19,Not Protein Bar Berry Pie 45g,Barra proteica Not Protein barry pie 45 grs,1363.33,,,,,,Not
2025-12-19,Not Protein Bar Chocolate Brownie 45g,Barra proteica Not Protein chocolate 45 grs,1363.33,,,,,,Not
2025-12-19,Not Protein Bar Crunchy Chocomaní 35g,Barra proteica NotProtein crunchy chocomani 35 grs,1750.0,,,,,,Not
2025-12-19,Not Protein Bar Crunchy Netflix 35g,Barra De Proteina Notprotein bar Crunchy Netflix X 35 Grs Not Co,1750.0,,,,1365.0,,Not
2025-12-19,Not Salxicha 250g,Salchicha de planta Not Salxicha 5 uni,4289.25,,,,,,Not
2025-12-20,Medallon A Base De Vegetal X4 Not Burger 320g,Medallón Not Burger Premium 320 Gr X 4 Un Not Co,9539.0,,6200.35,,,9600.0,Not
2025-12-20,Medallon Not chicken burger flow pack x2 80 g.,Medallon Not chicken burger flow pack x2 80 g.,4455.0,4503.0,2895.1,,5000.0,4600.0,Not
2025-12-20,Medallones Notco Not Burger X2 160grs,Medallón Not burger premium flow pack 2 uni,3294.85,,3435.25,,5850.0,5400.0,Not
2025-12-20,Mila con provenzal Notmila 110 grs,Mila con provenzal Notmila 110 grs,2891.85,,,,,,Not
2025-12-20,Not Burger Parrillera 220g,Medallones Notco Burger Estilo Parrillera Congelados X2 110grs,6609.0,5060.3,4315.35,4641.0,7350.0,6800.0,Not
2025-12-20,Not Burger XL 2x120g (240g),Medallón Not burger premium XL flow pack 2 uni,7449.0,,5131.75,,8750.0,8100.0,Not
2025-12-20,Not Burguer Quick 2 U De 65 Gr,Medallon NotBurger Quick NotCo 130 Gr.,2125.5,,2128.1,2289.0,3600.0,3300.0,Not
2025-12-20,Not Chicken Burger Crispy 2x100g,Burger Crispy 2 Un X 100 Gr Not Chicken,3753.75,,3753.75,,,5900.0,Not
2025-12-20,Not Chicken Mila 220g,Alimento A Base De Plantas Chicken Mila Not Chicken 220g,5159.0,,3695.25,,5650.0,5200.0,Not
2025-12-20,Not Chicken Mila con Semillas 220g,Mila con semillas NotChicken 110 grs,5685.0,5600.0,,,,,Not
2025-12-20,Not Chicken Nuggets 300g,NotChicken Nuggets 300 Gr.,7630.0,,4965.35,5341.0,8450.0,,Not
2025-12-20,Not Chicken Relleno Champis 240g,Chicken Crispy Rellena Champis X 240 Gr Not Chicken,5715.0,,3714.75,,6300.0,,Not
2025-12-20,Not Chicken Relleno Espinaca 240g,Medallón relleno espinaca Not chicken 240 g.,5710.0,,3714.75,3997.0,6300.0,5800.0,Not
2025-12-20,Not Chicken Relleno Napolitana 240g,Medallones Notco Not Chicken Crispy Rellenas Napolitanas X2 0.24kgs,5715.0,6095.0,3714.75,,,,Not
2025-12-20,Not Chicken Spicy 250g,Bocadito plant based spicy bites Not Chicken 250 g.,7319.0,7290.0,4757.35,,8100.0,,Not
